1000    , 0       
101000  , 10      
201000  , 24      
301000  , 39      
401000  , 45      
501000  , 60      
601000  , 81      
701000  , 86      
801000  , 107     
901000  , 113     
1001000 , 123     
1101000 , 137     
1201000 , 152     
1301000 , 164     
1401000 , 181     
1501000 , 184     
1601000 , 199     
1701000 , 211     
1801000 , 225     
1901000 , 239     
2001000 , 274     
2101000 , 271     
2201000 , 286     
2301000 , 302     
2401000 , 332     
2501000 , 321     
2601000 , 371     
2701000 , 353     
2801000 , 368     
2901000 , 372     
3001000 , 398     
3011000 , 397     
3111000 , 409     
3211000 , 425     
3311000 , 442     
3321000 , 428     
3421000 , 451     
3521000 , 450     
3621000 , 471     
3721000 , 468     
3821000 , 507     
3921000 , 515     
4021000 , 529     
4121000 , 539     
4221000 , 558     
4321000 , 569     
4421000 , 586     
4521000 , 615     
4621000 , 609     
4721000 , 605     
4821000 , 641     
4921000 , 668     
5021000 , 704     
5121000 , 701     
5221000 , 699     
5321000 , 700     
5421000 , 716     
5521000 , 738     
5621000 , 768     
5721000 , 752     
5821000 , 776     
5921000 , 806     
6021000 , 784     
6121000 , 810     
6221000 , 831     
6321000 , 845     
6421000 , 853     
6521000 , 874     
6621000 , 877     
6721000 , 925     
6821000 , 923     
6921000 , 918     
7021000 , 920     
7121000 , 949     
7221000 , 969     
7321000 , 980     
7421000 , 1028    
7521000 , 1007    
7621000 , 1030    
7721000 , 1025    
7821000 , 1085    
7921000 , 1068    
8021000 , 1085    
8121000 , 1068    
8221000 , 1093    
8321000 , 1137    
8421000 , 1131    
8521000 , 1159    
8621000 , 1166    
8721000 , 1199    
8821000 , 1184    
8921000 , 1187    
9021000 , 1216    
9121000 , 1214    
9221000 , 1233    
9321000 , 1270    
9421000 , 1324    
9521000 , 1295    
9621000 , 1407    
9721000 , 1299    
9821000 , 1353    
9921000 , 1364    
