1000    , 0       
101000  , 11      
201000  , 30      
301000  , 42      
401000  , 53      
501000  , 68      
601000  , 86      
701000  , 97      
801000  , 116     
901000  , 123     
1001000 , 147     
1101000 , 157     
1201000 , 174     
1301000 , 190     
1401000 , 194     
1501000 , 206     
1601000 , 225     
1701000 , 242     
1801000 , 251     
1901000 , 261     
2001000 , 291     
2101000 , 314     
2201000 , 307     
2301000 , 328     
2401000 , 355     
2501000 , 372     
2601000 , 392     
2701000 , 391     
2801000 , 410     
2901000 , 406     
3001000 , 427     
3011000 , 449     
3111000 , 447     
3211000 , 460     
3311000 , 484     
3321000 , 471     
3421000 , 485     
3521000 , 506     
3621000 , 523     
3721000 , 527     
3821000 , 544     
3921000 , 562     
4021000 , 578     
4121000 , 593     
4221000 , 613     
4321000 , 629     
4421000 , 640     
4521000 , 668     
4621000 , 659     
4721000 , 704     
4821000 , 719     
4921000 , 730     
5021000 , 744     
5121000 , 749     
5221000 , 764     
5321000 , 802     
5421000 , 808     
5521000 , 817     
5621000 , 820     
5721000 , 849     
5821000 , 852     
5921000 , 886     
6021000 , 890     
6121000 , 884     
6221000 , 932     
6321000 , 930     
6421000 , 950     
6521000 , 962     
6621000 , 996     
6721000 , 1019    
6821000 , 1011    
6921000 , 1017    
7021000 , 1014    
7121000 , 1029    
7221000 , 1088    
7321000 , 1096    
7421000 , 1088    
7521000 , 1114    
7621000 , 1185    
7721000 , 1163    
7821000 , 1157    
7921000 , 1195    
8021000 , 1194    
8121000 , 1161    
8221000 , 1204    
8321000 , 1264    
8421000 , 1235    
8521000 , 1266    
8621000 , 1306    
8721000 , 1310    
8821000 , 1302    
8921000 , 1325    
9021000 , 1362    
9121000 , 1353    
9221000 , 1368    
9321000 , 1387    
9421000 , 1415    
9521000 , 1420    
9621000 , 1432    
9721000 , 1453    
9821000 , 1469    
9921000 , 1507    
