1000    , 0       
101000  , 25      
201000  , 65      
301000  , 87      
401000  , 130     
501000  , 150     
601000  , 190     
701000  , 219     
801000  , 254     
901000  , 282     
1001000 , 329     
1101000 , 347     
1201000 , 395     
1301000 , 428     
1401000 , 470     
1501000 , 507     
1601000 , 511     
1701000 , 557     
1801000 , 665     
1901000 , 630     
2001000 , 714     
2101000 , 833     
2201000 , 762     
2301000 , 1070    
2401000 , 1192    
2501000 , 1129    
2601000 , 2570    
2701000 , 7753    
2801000 , 11111   
2901000 , 10332   
3001000 , 11628   
3011000 , 1004    
3111000 , 1040    
3211000 , 1093    
3311000 , 1159    
3321000 , 1077    
3421000 , 1128    
3521000 , 1139    
3621000 , 1228    
3721000 , 1215    
3821000 , 1320    
3921000 , 1301    
4021000 , 1342    
4121000 , 1382    
4221000 , 1403    
4321000 , 1442    
4421000 , 1478    
4521000 , 1569    
4621000 , 1584    
4721000 , 1606    
4821000 , 1646    
4921000 , 1682    
5021000 , 1838    
5121000 , 1746    
5221000 , 1808    
5321000 , 1808    
5421000 , 1821    
5521000 , 1872    
5621000 , 1907    
5721000 , 1959    
5821000 , 1997    
5921000 , 2014    
6021000 , 2047    
6121000 , 2118    
6221000 , 2104    
6321000 , 2162    
6421000 , 2188    
6521000 , 2202    
6621000 , 2217    
6721000 , 2308    
6821000 , 2369    
6921000 , 2406    
7021000 , 2366    
7121000 , 2449    
7221000 , 2500    
7321000 , 2524    
7421000 , 2562    
7521000 , 2562    
7621000 , 2619    
7721000 , 2691    
7821000 , 2696    
7921000 , 2724    
8021000 , 2694    
8121000 , 2742    
8221000 , 2809    
8321000 , 2877    
8421000 , 2859    
8521000 , 2927    
8621000 , 3011    
8721000 , 3020    
8821000 , 3046    
8921000 , 3094    
9021000 , 3072    
9121000 , 3147    
9221000 , 3167    
9321000 , 3209    
9421000 , 3283    
9521000 , 3274    
9621000 , 3316    
9721000 , 3418    
9821000 , 3431    
9921000 , 3391    
