1000    , 0       
101000  , 10      
201000  , 20      
301000  , 35      
401000  , 47      
501000  , 58      
601000  , 71      
701000  , 87      
801000  , 100     
901000  , 116     
1001000 , 121     
1101000 , 135     
1201000 , 147     
1301000 , 167     
1401000 , 179     
1501000 , 181     
1601000 , 200     
1701000 , 213     
1801000 , 217     
1901000 , 230     
2001000 , 256     
2101000 , 285     
2201000 , 270     
2301000 , 287     
2401000 , 308     
2501000 , 318     
2601000 , 334     
2701000 , 351     
2801000 , 368     
2901000 , 361     
3001000 , 392     
3011000 , 408     
3111000 , 412     
3211000 , 427     
3311000 , 428     
3321000 , 421     
3421000 , 433     
3521000 , 439     
3621000 , 453     
3721000 , 470     
3821000 , 483     
3921000 , 502     
4021000 , 514     
4121000 , 531     
4221000 , 547     
4321000 , 555     
4421000 , 569     
4521000 , 589     
4621000 , 587     
4721000 , 628     
4821000 , 640     
4921000 , 635     
5021000 , 665     
5121000 , 664     
5221000 , 695     
5321000 , 701     
5421000 , 712     
5521000 , 711     
5621000 , 740     
5721000 , 751     
5821000 , 766     
5921000 , 779     
6021000 , 786     
6121000 , 809     
6221000 , 814     
6321000 , 826     
6421000 , 848     
6521000 , 854     
6621000 , 851     
6721000 , 866     
6821000 , 891     
6921000 , 920     
7021000 , 907     
7121000 , 937     
7221000 , 954     
7321000 , 964     
7421000 , 992     
7521000 , 997     
7621000 , 1014    
7721000 , 1064    
7821000 , 1048    
7921000 , 1050    
8021000 , 1061    
8121000 , 1034    
8221000 , 1070    
8321000 , 1122    
8421000 , 1097    
8521000 , 1131    
8621000 , 1170    
8721000 , 1189    
8821000 , 1148    
8921000 , 1198    
9021000 , 1181    
9121000 , 1187    
9221000 , 1231    
9321000 , 1229    
9421000 , 1236    
9521000 , 1247    
9621000 , 1244    
9721000 , 1285    
9821000 , 1298    
9921000 , 1311    
